type, player, team, period, time, assist
goal, null, herbtown, null, null, null
goal, null, herbtown, null, null, null
goal, null, herbtown, null, null, null
goal, null, herbtown, null, null, null
goal, null, cashtown, null, null, null
goal, null, cashtown, null, null, null
goal, null, cashtown, null, null, null
goal, null, cashtown, null, null, null
goal, null, cashtown, null, null, null
