type, player, team, period, time, assist
goal, null, herbtown, null, null, null
goal, null, herbtown, null, null, null
goal, null, herbtown, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
