date,period,time,team,type,player,assist
2016-10-16 07:00,null,null,newlowell,goal,null,null
2016-10-16 07:00,null,null,newlowell,goal,null,null
2016-10-16 07:00,null,null,coatescreek,goal,null,null
2016-10-16 07:00,null,null,coatescreek,goal,null,null
2016-10-16 07:00,null,null,coatescreek,goal,null,null
2016-10-16 07:00,null,null,coatescreek,goal,null,null
2016-10-16 08:00,null,null,herbtown,goal,null,null
2016-10-16 08:00,null,null,herbtown,goal,null,null
2016-10-16 08:00,null,null,herbtown,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 08:00,null,null,belarus,goal,null,null
2016-10-16 09:00,null,null,stayner,goal,null,null
2016-10-16 09:00,null,null,stayner,goal,null,null
2016-10-16 09:00,null,null,cashtown,goal,null,null
2016-10-16 09:00,null,null,cashtown,goal,null,null
2016-10-16 09:00,null,null,cashtown,goal,null,null
2016-10-16 09:00,null,null,cashtown,goal,null,null
2016-10-16 09:00,null,null,cashtown,goal,null,null
2016-10-23 07:00,null,null,belarus,goal,null,null
2016-10-23 07:00,null,null,belarus,goal,null,null
2016-10-23 07:00,null,null,cashtown,goal,null,null
2016-10-23 07:00,null,null,cashtown,goal,null,null
2016-10-23 07:00,null,null,cashtown,goal,null,null
2016-10-23 07:00,null,null,cashtown,goal,null,null
2016-10-23 07:00,null,null,cashtown,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,newlowell,goal,null,null
2016-10-23 08:00,null,null,herbtown,goal,null,null
2016-10-23 08:00,null,null,herbtown,goal,null,null
2016-10-23 09:00,null,null,coatescreek,goal,null,null
2016-10-23 09:00,null,null,coatescreek,goal,null,null
2016-10-23 09:00,null,null,coatescreek,goal,null,null
2016-10-23 09:00,null,null,coatescreek,goal,null,null
2016-10-23 09:00,null,null,coatescreek,goal,null,null
2016-10-23 09:00,null,null,stayner,goal,null,null
2016-10-23 09:00,null,null,stayner,goal,null,null
2016-10-23 09:00,null,null,stayner,goal,null,null
2016-10-23 09:00,null,null,stayner,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,coatescreek,goal,null,null
2016-10-30 07:00,null,null,cashtown,goal,null,null
2016-10-30 07:00,null,null,cashtown,goal,null,null
2016-10-30 07:00,null,null,cashtown,goal,null,null
2016-10-30 07:00,null,null,cashtown,goal,null,null
2016-10-30 08:00,null,null,herbtown,goal,null,null
2016-10-30 08:00,null,null,herbtown,goal,null,null
2016-10-30 08:00,null,null,herbtown,goal,null,null
2016-10-30 08:00,null,null,herbtown,goal,null,null
2016-10-30 08:00,null,null,herbtown,goal,null,null
2016-10-30 08:00,null,null,stayner,goal,null,null
2016-10-30 08:00,null,null,stayner,goal,null,null
2016-10-30 08:00,null,null,stayner,goal,null,null
2016-10-30 08:00,null,null,stayner,goal,null,null
2016-10-30 08:00,null,null,stayner,goal,null,null
2016-10-30 09:00,null,null,newlowell,goal,null,null
2016-10-30 09:00,null,null,newlowell,goal,null,null
2016-10-30 09:00,null,null,newlowell,goal,null,null
2016-10-30 09:00,null,null,belarus,goal,null,null
2016-10-30 09:00,null,null,belarus,goal,null,null
2016-10-30 09:00,null,null,belarus,goal,null,null
2016-10-30 09:00,null,null,belarus,goal,null,null
2016-11-13 07:00,null,null,belarus,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 07:00,null,null,stayner,goal,null,null
2016-11-13 08:00,null,null,newlowell,goal,null,null
2016-11-13 08:00,null,null,newlowell,goal,null,null
2016-11-13 08:00,null,null,newlowell,goal,null,null
2016-11-13 08:00,null,null,cashtown,goal,null,null
2016-11-13 08:00,null,null,cashtown,goal,null,null
2016-11-13 08:00,null,null,cashtown,goal,null,null
2016-11-13 08:00,null,null,cashtown,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,coatescreek,goal,null,null
2016-11-13 09:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,herbtown,goal,null,null
2016-11-20 07:00,null,null,belarus,goal,null,null
2016-11-20 07:00,null,null,belarus,goal,null,null
2016-11-20 07:00,null,null,belarus,goal,null,null
2016-11-20 08:00,null,null,stayner,goal,null,null
2016-11-20 08:00,null,null,stayner,goal,null,null
2016-11-20 08:00,null,null,stayner,goal,null,null
2016-11-20 08:00,null,null,cashtown,goal,null,null
2016-11-20 08:00,null,null,cashtown,goal,null,null
2016-11-20 08:00,null,null,cashtown,goal,null,null
2016-11-20 08:00,null,null,cashtown,goal,null,null
2016-11-20 08:00,null,null,cashtown,goal,null,null
2016-11-20 09:00,null,null,newlowell,goal,null,null
2016-11-20 09:00,null,null,newlowell,goal,null,null
2016-11-20 09:00,null,null,newlowell,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-20 09:00,null,null,coatescreek,goal,null,null
2016-11-27 07:00,null,null,newlowell,goal,null,null
2016-11-27 07:00,null,null,newlowell,goal,null,null
2016-11-27 07:00,null,null,newlowell,goal,null,null
2016-11-27 07:00,null,null,newlowell,goal,null,null
2016-11-27 07:00,null,null,newlowell,goal,null,null
2016-11-27 07:00,null,null,herbtown,goal,null,null
2016-11-27 07:00,null,null,herbtown,goal,null,null
2016-11-27 07:00,null,null,herbtown,goal,null,null
2016-11-27 07:00,null,null,herbtown,goal,null,null
2016-11-27 07:00,null,null,herbtown,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,coatescreek,goal,null,null
2016-11-27 08:00,null,null,stayner,goal,null,null
2016-11-27 08:00,null,null,stayner,goal,null,null
2016-11-27 08:00,null,null,stayner,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,belarus,goal,null,null
2016-11-27 09:00,null,null,cashtown,goal,null,null
2016-11-27 09:00,null,null,cashtown,goal,null,null
2016-11-27 09:00,null,null,cashtown,goal,null,null
2016-11-27 09:00,null,null,cashtown,goal,null,null
2016-11-06 07:00,null,null,newlowell,goal,null,null
2016-11-06 07:00,null,null,newlowell,goal,null,null
2016-11-06 07:00,null,null,newlowell,goal,null,null
2016-11-06 07:00,null,null,newlowell,goal,null,null
2016-11-06 07:00,null,null,newlowell,goal,null,null
2016-11-06 07:00,null,null,stayner,goal,null,null
2016-11-06 07:00,null,null,stayner,goal,null,null
2016-11-06 07:00,null,null,stayner,goal,null,null
2016-11-06 08:00,null,null,coatescreek,goal,null,null
2016-11-06 08:00,null,null,coatescreek,goal,null,null
2016-11-06 08:00,null,null,coatescreek,goal,null,null
2016-11-06 08:00,null,null,coatescreek,goal,null,null
2016-11-06 08:00,null,null,coatescreek,goal,null,null
2016-11-06 08:00,null,null,belarus,goal,null,null
2016-11-06 08:00,null,null,belarus,goal,null,null
2016-11-06 08:00,null,null,belarus,goal,null,null
2016-11-06 08:00,null,null,belarus,goal,null,null
2016-11-06 09:00,null,null,herbtown,goal,null,null
2016-11-06 09:00,null,null,herbtown,goal,null,null
2016-11-06 09:00,null,null,herbtown,goal,null,null
2016-11-06 09:00,null,null,herbtown,goal,null,null
2016-11-06 09:00,null,null,cashtown,goal,null,null
2016-11-06 09:00,null,null,cashtown,goal,null,null
2016-11-06 09:00,null,null,cashtown,goal,null,null
2016-11-06 09:00,null,null,cashtown,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,coatescreek,goal,null,null
2016-12-11 07:00,null,null,belarus,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,herbtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 08:00,null,null,cashtown,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,newlowell,goal,null,null
2016-12-11 09:00,null,null,stayner,goal,null,null
2016-12-11 09:00,null,null,stayner,goal,null,null
2016-12-11 09:00,null,null,stayner,goal,null,null
2016-12-18 07:00,null,null,newlowell,goal,null,null
2016-12-18 07:00,null,null,newlowell,goal,null,null
2016-12-18 07:00,null,null,newlowell,goal,null,null
2016-12-18 07:00,null,null,newlowell,goal,null,null
2016-12-18 07:00,null,null,newlowell,goal,null,null
2016-12-18 07:00,null,null,cashtown,goal,null,null
2016-12-18 07:00,null,null,cashtown,goal,null,null
2016-12-18 07:00,null,null,cashtown,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,coatescreek,goal,null,null
2016-12-18 08:00,null,null,herbtown,goal,null,null
2016-12-18 08:00,null,null,herbtown,goal,null,null
2016-12-18 08:00,null,null,herbtown,goal,null,null
2016-12-18 09:00,null,null,belarus,goal,null,null
2016-12-18 09:00,null,null,belarus,goal,null,null
2016-12-18 09:00,null,null,belarus,goal,null,null
2016-12-18 09:00,null,null,stayner,goal,null,null
2016-12-18 09:00,null,null,stayner,goal,null,null
2016-12-18 09:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,stayner,goal,null,null
2016-12-30 07:00,null,null,cashtown,goal,null,null
2016-12-30 07:00,null,null,cashtown,goal,null,null
2016-12-30 07:00,null,null,cashtown,goal,null,null
2016-12-30 08:00,null,null,newlowell,goal,null,null
2016-12-30 08:00,null,null,newlowell,goal,null,null
2016-12-30 08:00,null,null,coatescreek,goal,null,null
2016-12-30 08:00,null,null,coatescreek,goal,null,null
2016-12-30 08:00,null,null,coatescreek,goal,null,null
2016-12-30 08:00,null,null,coatescreek,goal,null,null
2016-12-30 09:00,null,null,herbtown,goal,null,null
2016-12-30 09:00,null,null,herbtown,goal,null,null
2016-12-30 09:00,null,null,herbtown,goal,null,null
2016-12-30 09:00,null,null,herbtown,goal,null,null
2016-12-30 09:00,null,null,belarus,goal,null,null
2016-12-30 09:00,null,null,belarus,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,herbtown,goal,null,null
2016-12-04 07:00,null,null,stayner,goal,null,null
2016-12-04 07:00,null,null,stayner,goal,null,null
2016-12-04 07:00,null,null,stayner,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,newlowell,goal,null,null
2016-12-04 08:00,null,null,belarus,goal,null,null
2016-12-04 08:00,null,null,belarus,goal,null,null
2016-12-04 08:00,null,null,belarus,goal,null,null
2016-12-04 08:00,null,null,belarus,goal,null,null
2016-12-04 08:00,null,null,belarus,goal,null,null
2016-12-04 09:00,null,null,coatescreek,goal,null,null
2016-12-04 09:00,null,null,coatescreek,goal,null,null
2016-12-04 09:00,null,null,coatescreek,goal,null,null
2016-12-04 09:00,null,null,coatescreek,goal,null,null
2016-12-04 09:00,null,null,cashtown,goal,null,null
2016-12-04 09:00,null,null,cashtown,goal,null,null
2016-12-04 09:00,null,null,cashtown,goal,null,null
2017-01-15 07:00,null,null,newlowell,goal,null,null
2017-01-15 07:00,null,null,newlowell,goal,null,null
2017-01-15 07:00,null,null,newlowell,goal,null,null
2017-01-15 07:00,null,null,newlowell,goal,null,null
2017-01-15 07:00,null,null,belarus,goal,null,null
2017-01-15 07:00,null,null,belarus,goal,null,null
2017-01-15 07:00,null,null,belarus,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,coatescreek,goal,null,null
2017-01-15 08:00,null,null,cashtown,goal,null,null
2017-01-15 08:00,null,null,cashtown,goal,null,null
2017-01-15 08:00,null,null,cashtown,goal,null,null
2017-01-15 09:00,null,null,herbtown,goal,null,null
2017-01-15 09:00,null,null,herbtown,goal,null,null
2017-01-15 09:00,null,null,herbtown,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-15 09:00,null,null,stayner,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,herbtown,goal,null,null
2017-01-22 07:00,null,null,cashtown,goal,null,null
2017-01-22 07:00,null,null,cashtown,goal,null,null
2017-01-22 07:00,null,null,cashtown,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,newlowell,goal,null,null
2017-01-22 08:00,null,null,stayner,goal,null,null
2017-01-22 08:00,null,null,stayner,goal,null,null
2017-01-22 08:00,null,null,stayner,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,coatescreek,goal,null,null
2017-01-22 09:00,null,null,belarus,goal,null,null
2017-01-22 09:00,null,null,belarus,goal,null,null
2017-01-22 09:00,null,null,belarus,goal,null,null
2017-01-22 09:00,null,null,belarus,goal,null,null
2017-01-08 07:00,null,null,coatescreek,goal,null,null
2017-01-08 07:00,null,null,coatescreek,goal,null,null
2017-01-08 07:00,null,null,stayner,goal,null,null
2017-01-08 07:00,null,null,stayner,goal,null,null
2017-01-08 08:00,null,null,belarus,goal,null,null
2017-01-08 08:00,null,null,belarus,goal,null,null
2017-01-08 08:00,null,null,belarus,goal,null,null
2017-01-08 08:00,null,null,belarus,goal,null,null
2017-01-08 08:00,null,null,cashtown,goal,null,null
2017-01-08 08:00,null,null,cashtown,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,newlowell,goal,null,null
2017-01-08 09:00,null,null,herbtown,goal,null,null
2017-01-08 09:00,null,null,herbtown,goal,null,null
2017-01-08 09:00,null,null,herbtown,goal,null,null
2017-01-08 09:00,null,null,herbtown,goal,null,null
2017-02-12 07:00,null,null,coatescreek,goal,null,null
2017-02-12 07:00,null,null,herbtown,goal,null,null
2017-02-12 07:00,null,null,herbtown,goal,null,null
2017-02-12 07:00,null,null,herbtown,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,belarus,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 08:00,null,null,stayner,goal,null,null
2017-02-12 09:00,null,null,newlowell,goal,null,null
2017-02-12 09:00,null,null,newlowell,goal,null,null
2017-02-12 09:00,null,null,newlowell,goal,null,null
2017-02-12 09:00,null,null,cashtown,goal,null,null
2017-02-12 09:00,null,null,cashtown,goal,null,null
2017-02-12 09:00,null,null,cashtown,goal,null,null
2017-02-12 09:00,null,null,cashtown,goal,null,null
2017-02-12 09:00,null,null,cashtown,goal,null,null
2017-02-19 07:00,null,null,newlowell,goal,null,null
2017-02-19 07:00,null,null,newlowell,goal,null,null
2017-02-19 07:00,null,null,newlowell,goal,null,null
2017-02-19 07:00,null,null,newlowell,goal,null,null
2017-02-19 07:00,null,null,newlowell,goal,null,null
2017-02-19 07:00,null,null,belarus,goal,null,null
2017-02-19 07:00,null,null,belarus,goal,null,null
2017-02-19 08:00,null,null,coatescreek,goal,null,null
2017-02-19 08:00,null,null,coatescreek,goal,null,null
2017-02-19 08:00,null,null,coatescreek,goal,null,null
2017-02-19 08:00,null,null,coatescreek,goal,null,null
2017-02-19 08:00,null,null,coatescreek,goal,null,null
2017-02-19 08:00,null,null,stayner,goal,null,null
2017-02-19 08:00,null,null,stayner,goal,null,null
2017-02-19 08:00,null,null,stayner,goal,null,null
2017-02-19 09:00,null,null,cashtown,goal,null,null
2017-02-19 09:00,null,null,cashtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-19 09:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,newlowell,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 07:00,null,null,herbtown,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,coatescreek,goal,null,null
2017-02-26 08:00,null,null,belarus,goal,null,null
2017-02-26 08:00,null,null,belarus,goal,null,null
2017-02-26 09:00,null,null,cashtown,goal,null,null
2017-02-26 09:00,null,null,cashtown,goal,null,null
2017-02-26 09:00,null,null,cashtown,goal,null,null
2017-02-26 09:00,null,null,cashtown,goal,null,null
2017-02-26 09:00,null,null,stayner,goal,null,null
2017-02-26 09:00,null,null,stayner,goal,null,null
2017-02-26 09:00,null,null,stayner,goal,null,null
2017-02-26 09:00,null,null,stayner,goal,null,null
2017-03-12 07:00,null,null,newlowell,goal,null,null
2017-03-12 07:00,null,null,stayner,goal,null,null
2017-03-12 07:00,null,null,stayner,goal,null,null
2017-03-12 07:00,null,null,stayner,goal,null,null
2017-03-12 08:00,null,null,coatescreek,goal,null,null
2017-03-12 08:00,null,null,cashtown,goal,null,null
2017-03-12 08:00,null,null,cashtown,goal,null,null
2017-03-12 08:00,null,null,cashtown,goal,null,null
2017-03-12 08:00,null,null,cashtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,herbtown,goal,null,null
2017-03-12 09:00,null,null,belarus,goal,null,null
2017-03-12 09:00,null,null,belarus,goal,null,null
2017-03-12 09:00,null,null,belarus,goal,null,null
2017-03-12 09:00,null,null,belarus,goal,null,null
2017-03-12 09:00,null,null,belarus,goal,null,null
2017-03-19 07:00,null,null,cashtown,goal,null,null
2017-03-19 07:00,null,null,cashtown,goal,null,null
2017-03-19 07:00,null,null,cashtown,goal,null,null
2017-03-19 07:00,null,null,cashtown,goal,null,null
2017-03-19 07:00,null,null,cashtown,goal,null,null
2017-03-19 07:00,null,null,belarus,goal,null,null
2017-03-19 07:00,null,null,belarus,goal,null,null
2017-03-19 07:00,null,null,belarus,goal,null,null
2017-03-19 08:00,null,null,coatescreek,goal,null,null
2017-03-19 08:00,null,null,coatescreek,goal,null,null
2017-03-19 08:00,null,null,coatescreek,goal,null,null
2017-03-19 08:00,null,null,newlowell,goal,null,null
2017-03-19 08:00,null,null,newlowell,goal,null,null
2017-03-19 08:00,null,null,newlowell,goal,null,null
2017-03-19 08:00,null,null,newlowell,goal,null,null
2017-03-19 08:00,null,null,newlowell,goal,null,null
2017-03-19 09:00,null,null,herbtown,goal,null,null
2017-03-19 09:00,null,null,herbtown,goal,null,null
2017-03-19 09:00,null,null,stayner,goal,null,null
2017-03-19 09:00,null,null,stayner,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,newlowell,goal,null,null
2017-03-26 07:00,null,null,herbtown,goal,null,null
2017-03-26 07:00,null,null,herbtown,goal,null,null
2017-03-26 08:00,null,null,coatescreek,goal,null,null
2017-03-26 08:00,null,null,coatescreek,goal,null,null
2017-03-26 08:00,null,null,stayner,goal,null,null
2017-03-26 08:00,null,null,stayner,goal,null,null
2017-03-26 08:00,null,null,stayner,goal,null,null
2017-03-26 08:00,null,null,stayner,goal,null,null
2017-03-31 07:00,null,null,newlowell,goal,null,null
2017-03-31 07:00,null,null,stayner,goal,null,null
2017-03-31 07:00,null,null,stayner,goal,null,null
2017-03-31 07:00,null,null,stayner,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,newlowell,goal,null,null
2017-03-05 07:00,null,null,cashtown,goal,null,null
2017-03-05 07:00,null,null,cashtown,goal,null,null
2017-03-05 07:00,null,null,cashtown,goal,null,null
2017-03-05 07:00,null,null,cashtown,goal,null,null
2017-03-05 07:00,null,null,cashtown,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
2017-03-05 08:00,null,null,coatescreek,goal,null,null
