period,time,team,type,player,assist,date
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,17-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,17-Oct-2010 08:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,belarus,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,garner,goal,null,null,17-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,24-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,24-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,24-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,24-Oct-2010 08:00:00
null,null,garner,goal,null,null,24-Oct-2010 08:00:00
null,null,garner,goal,null,null,24-Oct-2010 08:00:00
null,null,garner,goal,null,null,24-Oct-2010 08:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,belarus,goal,null,null,24-Oct-2010 09:00:00
null,null,newlowell,goal,null,null,24-Oct-2010 09:00:00
null,null,newlowell,goal,null,null,24-Oct-2010 09:00:00
null,null,newlowell,goal,null,null,24-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 08:00:00
null,null,belarus,goal,null,null,03-Oct-2010 08:00:00
null,null,belarus,goal,null,null,03-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,03-Oct-2010 09:00:00
null,null,newlowell,goal,null,null,03-Oct-2010 09:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,garner,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,newlowell,goal,null,null,31-Oct-2010 08:00:00
null,null,cashtown,goal,null,null,31-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,31-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,31-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,31-Oct-2010 09:00:00
null,null,belarus,goal,null,null,31-Oct-2010 09:00:00
null,null,belarus,goal,null,null,31-Oct-2010 09:00:00
null,null,belarus,goal,null,null,31-Oct-2010 09:00:00
null,null,cashtown,goal,null,null,14-Nov-2010 08:00:00
null,null,cashtown,goal,null,null,14-Nov-2010 08:00:00
null,null,garner,goal,null,null,14-Nov-2010 08:00:00
null,null,belarus,goal,null,null,14-Nov-2010 09:00:00
null,null,belarus,goal,null,null,14-Nov-2010 09:00:00
null,null,belarus,goal,null,null,14-Nov-2010 09:00:00
null,null,belarus,goal,null,null,14-Nov-2010 09:00:00
null,null,belarus,goal,null,null,14-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,14-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,14-Nov-2010 09:00:00
null,null,belarus,goal,null,null,21-Nov-2010 08:00:00
null,null,belarus,goal,null,null,21-Nov-2010 08:00:00
null,null,belarus,goal,null,null,21-Nov-2010 08:00:00
null,null,belarus,goal,null,null,21-Nov-2010 08:00:00
null,null,cashtown,goal,null,null,21-Nov-2010 08:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,garner,goal,null,null,21-Nov-2010 09:00:00
null,null,newlowell,null,null,null,21-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,28-Nov-2010 08:00:00
null,null,newlowell,goal,null,null,28-Nov-2010 08:00:00
null,null,newlowell,goal,null,null,28-Nov-2010 08:00:00
null,null,newlowell,goal,null,null,28-Nov-2010 08:00:00
null,null,belarus,goal,null,null,28-Nov-2010 08:00:00
null,null,belarus,goal,null,null,28-Nov-2010 08:00:00
null,null,belarus,goal,null,null,28-Nov-2010 08:00:00
null,null,cashtown,goal,null,null,28-Nov-2010 09:00:00
null,null,cashtown,goal,null,null,28-Nov-2010 09:00:00
null,null,cashtown,goal,null,null,28-Nov-2010 09:00:00
null,null,garner,goal,null,null,28-Nov-2010 09:00:00
null,null,garner,goal,null,null,28-Nov-2010 09:00:00
null,null,garner,goal,null,null,28-Nov-2010 09:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,belarus,goal,null,null,07-Nov-2010 08:00:00
null,null,garner,goal,null,null,07-Nov-2010 08:00:00
null,null,garner,goal,null,null,07-Nov-2010 08:00:00
null,null,garner,goal,null,null,07-Nov-2010 08:00:00
null,null,garner,goal,null,null,07-Nov-2010 08:00:00
null,null,garner,goal,null,null,07-Nov-2010 08:00:00
null,null,cashtown,goal,null,null,07-Nov-2010 09:00:00
null,null,cashtown,goal,null,null,07-Nov-2010 09:00:00
null,null,cashtown,goal,null,null,07-Nov-2010 09:00:00
null,null,cashtown,goal,null,null,07-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,07-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,07-Nov-2010 09:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,12-Dec-2010 08:00:00
null,null,cashtown,goal,null,null,12-Dec-2010 08:00:00
null,null,cashtown,goal,null,null,12-Dec-2010 08:00:00
null,null,cashtown,goal,null,null,12-Dec-2010 08:00:00
null,null,cashtown,goal,null,null,12-Dec-2010 08:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,belarus,goal,null,null,12-Dec-2010 09:00:00
null,null,garner,goal,null,null,12-Dec-2010 09:00:00
null,null,garner,goal,null,null,12-Dec-2010 09:00:00
null,null,newlowell,goal,null,null,19-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,19-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,19-Dec-2010 08:00:00
null,null,newlowell,goal,null,null,19-Dec-2010 08:00:00
null,null,belarus,goal,null,null,19-Dec-2010 08:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,garner,goal,null,null,19-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,19-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,19-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,19-Dec-2010 09:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,belarus,goal,null,null,05-Dec-2010 08:00:00
null,null,garner,goal,null,null,05-Dec-2010 08:00:00
null,null,garner,goal,null,null,05-Dec-2010 08:00:00
null,null,cashtown,goal,null,null,05-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,05-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,05-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,05-Dec-2010 09:00:00
null,null,cashtown,goal,null,null,05-Dec-2010 09:00:00
null,null,newlowell,goal,null,null,05-Dec-2010 09:00:00
null,null,newlowell,goal,null,null,05-Dec-2010 09:00:00
null,null,newlowell,goal,null,null,05-Dec-2010 09:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,16-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,16-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,16-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,16-Jan-2011 08:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,belarus,goal,null,null,16-Jan-2011 09:00:00
null,null,garner,goal,null,null,16-Jan-2011 09:00:00
null,null,garner,goal,null,null,16-Jan-2011 09:00:00
null,null,garner,goal,null,null,16-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,garner,goal,null,null,02-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,02-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,02-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,02-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,02-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,02-Jan-2011 09:00:00
null,null,belarus,goal,null,null,02-Jan-2011 09:00:00
null,null,belarus,goal,null,null,02-Jan-2011 09:00:00
null,null,belarus,goal,null,null,02-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,23-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,23-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,23-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,23-Jan-2011 08:00:00
null,null,garner,goal,null,null,23-Jan-2011 08:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,belarus,goal,null,null,23-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,23-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,23-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,23-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,30-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,30-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,30-Jan-2011 08:00:00
null,null,garner,goal,null,null,30-Jan-2011 08:00:00
null,null,garner,goal,null,null,30-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,cashtown,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,30-Jan-2011 09:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,belarus,goal,null,null,09-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,09-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,09-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,09-Jan-2011 08:00:00
null,null,cashtown,goal,null,null,09-Jan-2011 08:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,newlowell,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,09-Jan-2011 09:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,garner,goal,null,null,13-Feb-2011 08:00:00
null,null,belarus,goal,null,null,13-Feb-2011 08:00:00
null,null,belarus,goal,null,null,13-Feb-2011 08:00:00
null,null,belarus,goal,null,null,13-Feb-2011 08:00:00
null,null,belarus,goal,null,null,13-Feb-2011 08:00:00
null,null,belarus,goal,null,null,13-Feb-2011 08:00:00
null,null,newlowell,goal,null,null,13-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,13-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,13-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,13-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,13-Feb-2011 09:00:00
null,null,cashtown,goal,null,null,13-Feb-2011 09:00:00
null,null,cashtown,goal,null,null,13-Feb-2011 09:00:00
null,null,cashtown,goal,null,null,13-Feb-2011 09:00:00
null,null,garner,goal,null,null,20-Feb-2011 08:00:00
null,null,garner,goal,null,null,20-Feb-2011 08:00:00
null,null,garner,goal,null,null,20-Feb-2011 08:00:00
null,null,garner,goal,null,null,20-Feb-2011 08:00:00
null,null,garner,goal,null,null,20-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,20-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,20-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,20-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,20-Feb-2011 08:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,belarus,goal,null,null,20-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,20-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,20-Feb-2011 09:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,cashtown,goal,null,null,27-Feb-2011 08:00:00
null,null,belarus,goal,null,null,27-Feb-2011 08:00:00
null,null,belarus,goal,null,null,27-Feb-2011 08:00:00
null,null,belarus,goal,null,null,27-Feb-2011 08:00:00
null,null,belarus,goal,null,null,27-Feb-2011 08:00:00
null,null,belarus,goal,null,null,27-Feb-2011 08:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,garner,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,newlowell,goal,null,null,27-Feb-2011 09:00:00
null,null,belarus,goal,null,null,13-Mar-2011 08:00:00
null,null,belarus,goal,null,null,13-Mar-2011 08:00:00
null,null,belarus,goal,null,null,13-Mar-2011 08:00:00
null,null,garner,goal,null,null,13-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,13-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,13-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,13-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,13-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,13-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,13-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,13-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,13-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,13-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,13-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,20-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,20-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,20-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,20-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,20-Mar-2011 08:00:00
null,null,garner,goal,null,null,20-Mar-2011 08:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,20-Mar-2011 09:00:00
null,null,belarus,goal,null,null,20-Mar-2011 09:00:00
null,null,belarus,goal,null,null,20-Mar-2011 09:00:00
null,null,belarus,goal,null,null,20-Mar-2011 09:00:00
null,null,belarus,goal,null,null,20-Mar-2011 09:00:00
null,null,belarus,goal,null,null,20-Mar-2011 09:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,garner,goal,null,null,27-Mar-2011 08:00:00
null,null,belarus,goal,null,null,27-Mar-2011 08:00:00
null,null,belarus,goal,null,null,27-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,27-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,27-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,27-Mar-2011 09:00:00
null,null,newlowell,goal,null,null,27-Mar-2011 09:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,belarus,goal,null,null,06-Mar-2011 08:00:00
null,null,newlowell,goal,null,null,06-Mar-2011 08:00:00
null,null,newlowell,goal,null,null,06-Mar-2011 08:00:00
null,null,newlowell,goal,null,null,06-Mar-2011 08:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,cashtown,goal,null,null,06-Mar-2011 09:00:00
null,null,garner,goal,null,null,06-Mar-2011 09:00:00
null,null,garner,goal,null,null,06-Mar-2011 09:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,belarus,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,newlowell,goal,null,null,16-Oct-2011 07:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,garner,goal,null,null,16-Oct-2011 08:00:00
null,null,coatescreek,goal,null,null,16-Oct-2011 08:00:00
null,null,coatescreek,goal,null,null,16-Oct-2011 08:00:00
null,null,coatescreek,goal,null,null,16-Oct-2011 08:00:00
null,null,stayner,goal,null,null,16-Oct-2011 09:00:00
null,null,stayner,goal,null,null,16-Oct-2011 09:00:00
null,null,stayner,goal,null,null,16-Oct-2011 09:00:00
null,null,stayner,goal,null,null,16-Oct-2011 09:00:00
null,null,stayner,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,cashtown,goal,null,null,16-Oct-2011 09:00:00
null,null,coatescreek,goal,null,null,23-Oct-2011 07:00:00
null,null,coatescreek,goal,null,null,23-Oct-2011 07:00:00
null,null,coatescreek,goal,null,null,23-Oct-2011 07:00:00
null,null,cashtown,goal,null,null,23-Oct-2011 07:00:00
null,null,cashtown,goal,null,null,23-Oct-2011 07:00:00
null,null,belarus,goal,null,null,23-Oct-2011 08:00:00
null,null,belarus,goal,null,null,23-Oct-2011 08:00:00
null,null,belarus,goal,null,null,23-Oct-2011 08:00:00
null,null,garner,goal,null,null,23-Oct-2011 08:00:00
null,null,garner,goal,null,null,23-Oct-2011 08:00:00
null,null,garner,goal,null,null,23-Oct-2011 08:00:00
null,null,garner,goal,null,null,23-Oct-2011 08:00:00
null,null,newlowell,goal,null,null,23-Oct-2011 09:00:00
