type, player, team, period, time, assist
goal, null, cashtown, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
goal, null, stayner, null, null, null
